latitude,longitude,tas_anom,pays
-83.5,-68.5,1.8863322,ATA
-83.5,-67.5,1.9051996,ATA
-83.5,-66.5,1.9337257,ATA
-83.5,-65.5,1.9438428,ATA
-83.5,-64.5,1.9574234,ATA
-83.5,-63.5,1.9661762,ATA
-83.5,-62.5,1.9617709,ATA
-83.5,-61.5,1.9382688,ATA
-83.5,-60.5,1.9143531,ATA
-83.5,-59.5,1.8996651,ATA
-83.5,-58.5,1.8831065,ATA
-83.5,-57.5,1.874661,ATA
-83.5,-56.5,1.8534651,ATA
-83.5,-55.5,1.8418866,ATA
-83.5,-54.5,1.8357251,ATA
-83.5,-53.5,1.8411744,ATA
-83.5,-52.5,1.8534286,ATA
-83.5,-51.5,1.8444613,ATA
-83.5,-50.5,1.8451077,ATA
-83.5,-49.5,1.8407869,ATA
-83.5,-48.5,1.8366508,ATA
-83.5,-47.5,1.8375785,ATA
-83.5,-46.5,1.8349938,ATA
-83.5,-45.5,1.8365545,ATA
-83.5,-44.5,1.8309753,ATA
-83.5,-43.5,1.8304942,ATA
-83.5,-42.5,1.8347211,ATA
-83.5,-41.5,1.8334266,ATA
-83.5,-40.5,1.8309716,ATA
-83.5,-39.5,1.8309695,ATA
-83.5,-38.5,1.8504118,ATA
-83.5,-37.5,1.8570642,ATA
-83.5,-36.5,1.8551236,ATA
-83.5,-35.5,1.85576,ATA
-83.5,-34.5,1.8587173,ATA
-83.5,-33.5,1.8683324,ATA
-83.5,-32.5,1.8716787,ATA
-83.5,-31.5,1.8755544,ATA
-83.5,-30.5,1.8790951,ATA
-83.5,-29.5,1.8858109,ATA
-83.5,-28.5,1.8995123,ATA
-83.5,-27.5,1.9038147,ATA
-83.5,-26.5,1.908185,ATA
-83.5,-25.5,1.9112042,ATA
-83.5,-24.5,1.9144821,ATA
-83.5,-23.5,1.9237783,ATA
-83.5,-22.5,1.9311681,ATA
-83.5,-21.5,1.9384317,ATA
-83.5,-20.5,1.940791,ATA
-83.5,-19.5,1.9480718,ATA
-83.5,-18.5,1.9618365,ATA
-83.5,-17.5,1.9734008,ATA
-83.5,-16.5,1.9752594,ATA
-83.5,-15.5,1.9830879,ATA
-83.5,-14.5,1.9918042,ATA
-83.5,-13.5,2.0004394,ATA
-83.5,-12.5,2.013613,ATA
-83.5,-11.5,2.0204787,ATA
-83.5,-10.5,2.0240376,ATA
-83.5,-9.5,2.031114,ATA
-83.5,-8.5,2.0380383,ATA
-83.5,-7.5,2.0449493,ATA
-83.5,-6.5,2.0479925,ATA
-83.5,-5.5,2.0533836,ATA
-83.5,-4.5,2.0683177,ATA
-83.5,-3.5,2.0740108,ATA
-83.5,-2.5,2.0776472,ATA
-83.5,-1.5,2.0827541,ATA
-83.5,-0.5,2.087686,ATA
-83.5,0.5,2.0915313,ATA
-83.5,1.5,2.0962393,ATA
-83.5,2.5,2.1001184,ATA
-83.5,3.5,2.1053467,ATA
-83.5,4.5,2.113327,ATA
-83.5,5.5,2.1154976,ATA
-83.5,6.5,2.1183028,ATA
-83.5,7.5,2.121276,ATA
-83.5,8.5,2.1232233,ATA
-83.5,9.5,2.12533,ATA
-83.5,10.5,2.1256135,ATA
-83.5,11.5,2.1289663,ATA
-83.5,12.5,2.1279886,ATA
-83.5,13.5,2.1305208,ATA
-83.5,14.5,2.1243327,ATA
-83.5,15.5,2.125003,ATA
-83.5,16.5,2.1146,ATA
-83.5,17.5,2.1088657,ATA
-83.5,18.5,2.1016235,ATA
-83.5,19.5,2.098937,ATA
-83.5,20.5,2.0920603,ATA
-83.5,21.5,2.0797176,ATA
-83.5,22.5,2.0698552,ATA
-83.5,23.5,2.0611486,ATA
-83.5,24.5,2.0530217,ATA
-83.5,25.5,2.044093,ATA
-83.5,26.5,2.0400047,ATA
-83.5,27.5,2.0281968,ATA
-83.5,28.5,2.0260472,ATA
-83.5,29.5,2.0249531,ATA
-83.5,30.5,2.0241375,ATA
-83.5,31.5,2.0216868,ATA
-83.5,32.5,2.0202992,ATA
-83.5,33.5,2.0124516,ATA
-83.5,34.5,2.0104249,ATA
-83.5,35.5,2.0104742,ATA
-83.5,36.5,2.0107188,ATA
-83.5,37.5,2.0116863,ATA
-83.5,38.5,2.013534,ATA
-83.5,39.5,2.0141647,ATA
-83.5,40.5,2.0139868,ATA
-83.5,41.5,2.0175161,ATA
-83.5,42.5,2.0199401,ATA
-83.5,43.5,2.028356,ATA
-83.5,44.5,2.0300682,ATA
-83.5,45.5,2.0249593,ATA
-83.5,46.5,2.0244563,ATA
-83.5,47.5,2.02558,ATA
-83.5,48.5,2.0235212,ATA
-83.5,49.5,2.0155125,ATA
-83.5,50.5,2.0145335,ATA
-83.5,51.5,2.0226374,ATA
-83.5,52.5,2.0200114,ATA
-83.5,53.5,2.0183182,ATA
-83.5,54.5,2.0214665,ATA
-83.5,55.5,2.0287814,ATA
-83.5,56.5,2.0204678,ATA
-83.5,57.5,2.0216172,ATA
-83.5,58.5,2.026987,ATA
-83.5,59.5,2.0254745,ATA
-83.5,60.5,2.0242589,ATA
-83.5,61.5,2.0227387,ATA
-83.5,62.5,2.0300481,ATA
-83.5,63.5,2.0285578,ATA
-83.5,64.5,2.026701,ATA
-83.5,65.5,2.0169868,ATA
-83.5,66.5,2.0158105,ATA
-83.5,67.5,2.0186903,ATA
-83.5,68.5,2.016388,ATA
-83.5,69.5,2.0076644,ATA
-83.5,70.5,2.0059125,ATA
-83.5,71.5,2.0100918,ATA
-83.5,72.5,2.006783,ATA
-83.5,73.5,1.9979143,ATA
-83.5,74.5,1.9902108,ATA
-83.5,75.5,1.9884773,ATA
-83.5,76.5,1.9927157,ATA
-83.5,77.5,1.9978476,ATA
-83.5,78.5,1.9956889,ATA
-83.5,79.5,2.000662,ATA
-83.5,80.5,1.9983175,ATA
-83.5,81.5,1.9924415,ATA
-83.5,82.5,1.9998502,ATA
-83.5,83.5,1.9978857,ATA
-83.5,84.5,1.9976771,ATA
-83.5,85.5,1.9984579,ATA
-83.5,86.5,2.0026112,ATA
-83.5,87.5,2.0089335,ATA
-83.5,88.5,2.0034404,ATA
-83.5,89.5,1.9988726,ATA
-83.5,90.5,2.0001323,ATA
-83.5,91.5,2.005021,ATA
-83.5,92.5,2.0066092,ATA
-83.5,93.5,2.0229747,ATA
-83.5,94.5,2.0312712,ATA
-83.5,95.5,2.038417,ATA
-83.5,96.5,2.0391972,ATA
-83.5,97.5,2.053263,ATA
-83.5,98.5,2.0506089,ATA
-83.5,99.5,2.0569818,ATA
-83.5,100.5,2.0619767,ATA
-83.5,101.5,2.0611281,ATA
-83.5,102.5,2.0612423,ATA
-83.5,103.5,2.0742395,ATA
-83.5,104.5,2.0804725,ATA
-83.5,105.5,2.072246,ATA
-83.5,106.5,2.0743346,ATA
-83.5,107.5,2.073054,ATA
-83.5,108.5,2.07559,ATA
-83.5,109.5,2.0747595,ATA
-83.5,110.5,2.0795753,ATA
-83.5,111.5,2.0898335,ATA
-83.5,112.5,2.0899022,ATA
-83.5,113.5,2.0758145,ATA
-83.5,114.5,2.0751734,ATA
-83.5,115.5,2.070539,ATA
-83.5,116.5,2.0724397,ATA
-83.5,117.5,2.064297,ATA
-83.5,118.5,2.0670462,ATA
-83.5,119.5,2.0793,ATA
-83.5,120.5,2.0786662,ATA
-83.5,121.5,2.0951421,ATA
-83.5,122.5,2.0917172,ATA
-83.5,123.5,2.092124,ATA
-83.5,124.5,2.0924041,ATA
-83.5,125.5,2.0836313,ATA
-83.5,126.5,2.0826275,ATA
-83.5,127.5,2.077324,ATA
-83.5,128.5,2.0715947,ATA
-83.5,129.5,2.067544,ATA
-83.5,130.5,2.071425,ATA
-83.5,131.5,2.0584874,ATA
-83.5,132.5,2.0561447,ATA
-83.5,133.5,2.0490863,ATA
-83.5,134.5,2.0427556,ATA
-83.5,135.5,2.0520391,ATA
-83.5,136.5,2.0483477,ATA
-83.5,137.5,2.0479207,ATA
-83.5,138.5,2.043373,ATA
-83.5,139.5,2.04185,ATA
-83.5,140.5,2.0346687,ATA
-83.5,141.5,2.0344753,ATA
-83.5,142.5,2.0244296,ATA
-83.5,143.5,2.012931,ATA
-83.5,144.5,2.0057216,ATA
-83.5,145.5,1.9954457,ATA
-83.5,146.5,1.984134,ATA
-83.5,147.5,1.954632,ATA
-83.5,148.5,1.942162,ATA
-83.5,149.5,1.9240628,ATA
-83.5,150.5,1.9103091,ATA
-83.5,151.5,1.8968366,ATA
-83.5,152.5,1.8881468,ATA
-83.5,153.5,1.8712513,ATA
-83.5,154.5,1.8562282,ATA
-83.5,155.5,1.8378967,ATA
-83.5,156.5,1.8265016,ATA
-83.5,157.5,1.8073188,ATA
-83.5,158.5,1.7928783,ATA
-83.5,159.5,1.7652992,ATA
-83.5,160.5,1.7573934,ATA
-83.5,161.5,1.755895,ATA
-83.5,162.5,1.7440637,ATA
-83.5,163.5,1.7346708,ATA
-83.5,164.5,1.7262448,ATA
-83.5,165.5,1.720435,ATA
-83.5,166.5,1.7175632,ATA
-83.5,167.5,1.713429,ATA
-83.5,168.5,1.7141007,ATA
-83.5,169.5,1.7273556,ATA
-83.5,170.5,1.7390405,ATA
-83.5,171.5,1.7532693,ATA
-82.5,-162.5,2.1457012,ATA
-82.5,-161.5,2.1486826,ATA
-82.5,-160.5,2.1433039,ATA
-82.5,-152.5,2.0717072,ATA
-82.5,-151.5,2.0592568,ATA
-82.5,-150.5,2.0531204,ATA
-82.5,-149.5,2.0404725,ATA
-82.5,-148.5,2.030818,ATA
-82.5,-147.5,2.0183132,ATA
-82.5,-146.5,2.0092719,ATA
-82.5,-145.5,2.0002804,ATA
-82.5,-144.5,1.9923065,ATA
-82.5,-143.5,1.9758768,ATA
-82.5,-142.5,1.9611888,ATA
-82.5,-141.5,1.9481049,ATA
-82.5,-140.5,1.9345748,ATA
-82.5,-139.5,1.9237778,ATA
-82.5,-138.5,1.9043375,ATA
-82.5,-137.5,1.8932697,ATA
-82.5,-136.5,1.8803471,ATA
-82.5,-135.5,1.8677797,ATA
-82.5,-134.5,1.861595,ATA
-82.5,-133.5,1.8471197,ATA
-82.5,-132.5,1.8352308,ATA
-82.5,-131.5,1.8252355,ATA
-82.5,-130.5,1.8145337,ATA
-82.5,-129.5,1.8025901,ATA
-82.5,-128.5,1.7880964,ATA
-82.5,-127.5,1.7719419,ATA
-82.5,-126.5,1.7624965,ATA
-82.5,-125.5,1.7483628,ATA
-82.5,-124.5,1.7412901,ATA
-82.5,-123.5,1.7300265,ATA
-82.5,-122.5,1.7212092,ATA
-82.5,-121.5,1.7109548,ATA
-82.5,-120.5,1.6953781,ATA
-82.5,-119.5,1.6866641,ATA
-82.5,-118.5,1.6791754,ATA
-82.5,-117.5,1.674105,ATA
-82.5,-116.5,1.6710699,ATA
-82.5,-115.5,1.6672789,ATA
-82.5,-114.5,1.6679872,ATA
-82.5,-113.5,1.6666402,ATA
-82.5,-112.5,1.6670189,ATA
-82.5,-111.5,1.6700727,ATA
-82.5,-110.5,1.6793935,ATA
-82.5,-109.5,1.6851526,ATA
-82.5,-108.5,1.692526,ATA
-82.5,-107.5,1.6980883,ATA
-82.5,-106.5,1.7042356,ATA
-82.5,-105.5,1.7132386,ATA
-82.5,-104.5,1.725858,ATA
-82.5,-103.5,1.7369328,ATA
-82.5,-102.5,1.7491217,ATA
-82.5,-101.5,1.7602328,ATA
-82.5,-100.5,1.763886,ATA
-82.5,-99.5,1.773825,ATA
-82.5,-98.5,1.7726873,ATA
-82.5,-97.5,1.7706788,ATA
-82.5,-96.5,1.7726847,ATA
-82.5,-95.5,1.7666537,ATA
-82.5,-94.5,1.7644521,ATA
-82.5,-93.5,1.760863,ATA
-82.5,-92.5,1.7507571,ATA
-82.5,-91.5,1.7433138,ATA
-82.5,-90.5,1.7358421,ATA
-82.5,-89.5,1.7348758,ATA
-82.5,-88.5,1.7348915,ATA
-82.5,-87.5,1.7336009,ATA
-82.5,-86.5,1.7258362,ATA
-82.5,-85.5,1.7267929,ATA
-82.5,-84.5,1.7356664,ATA
-82.5,-83.5,1.7378544,ATA
-82.5,-82.5,1.7545233,ATA
-82.5,-81.5,1.7569829,ATA
-82.5,-80.5,1.763465,ATA
-82.5,-79.5,1.7679199,ATA
-82.5,-78.5,1.7723645,ATA
-82.5,-77.5,1.776918,ATA
-82.5,-76.5,1.7867677,ATA
-82.5,-75.5,1.7933953,ATA
-82.5,-74.5,1.8081709,ATA
-82.5,-73.5,1.8168926,ATA
-82.5,-72.5,1.8298342,ATA
-82.5,-71.5,1.8380452,ATA
-82.5,-70.5,1.8616979,ATA
-82.5,-69.5,1.8772461,ATA
-82.5,-68.5,1.8935748,ATA
-82.5,-67.5,1.9104269,ATA
-82.5,-66.5,1.9411603,ATA
-82.5,-65.5,1.9694784,ATA
-82.5,-64.5,2.0073085,ATA
-82.5,-63.5,2.0409412,ATA
-82.5,-55.5,1.9326843,ATA
-82.5,-54.5,1.919237,ATA
-82.5,-53.5,1.905763,ATA
-82.5,-52.5,1.9008204,ATA
-82.5,-51.5,1.8792057,ATA
-82.5,-50.5,1.876489,ATA
-82.5,-49.5,1.8727397,ATA
-82.5,-48.5,1.863693,ATA
-82.5,-47.5,1.8547153,ATA
-82.5,-44.5,1.857379,ATA
-82.5,-43.5,1.8389158,ATA
-82.5,-42.5,1.8176521,ATA
-82.5,-41.5,1.8108433,ATA
-82.5,-40.5,1.804979,ATA
-82.5,-39.5,1.8041341,ATA
-82.5,-38.5,1.8101649,ATA
-82.5,-37.5,1.8162458,ATA
-82.5,-36.5,1.8217486,ATA
-82.5,-35.5,1.8311931,ATA
-82.5,-34.5,1.8366214,ATA
-82.5,-33.5,1.8387009,ATA
-82.5,-32.5,1.8401833,ATA
-82.5,-31.5,1.8487903,ATA
-82.5,-30.5,1.8621399,ATA
-82.5,-29.5,1.8711566,ATA
-82.5,-28.5,1.8823123,ATA
-82.5,-27.5,1.8915204,ATA
-82.5,-26.5,1.9133983,ATA
-82.5,-25.5,1.9320239,ATA
-82.5,-24.5,1.9371724,ATA
-82.5,-23.5,1.9440602,ATA
-82.5,-22.5,1.9564608,ATA
-82.5,-21.5,1.9675796,ATA
-82.5,-20.5,1.9811363,ATA
-82.5,-19.5,1.9893992,ATA
-82.5,-18.5,1.9924182,ATA
-82.5,-17.5,2.0008836,ATA
-82.5,-16.5,2.010791,ATA
-82.5,-15.5,2.0232646,ATA
-82.5,-14.5,2.025948,ATA
-82.5,-13.5,2.0291402,ATA
-82.5,-12.5,2.0386908,ATA
-82.5,-11.5,2.0442429,ATA
-82.5,-10.5,2.0522645,ATA
-82.5,-9.5,2.0594747,ATA
-82.5,-8.5,2.0644903,ATA
-82.5,-7.5,2.0678065,ATA
-82.5,-6.5,2.0690773,ATA
-82.5,-5.5,2.0708754,ATA
-82.5,-4.5,2.0755196,ATA
-82.5,-3.5,2.0783691,ATA
-82.5,-2.5,2.075995,ATA
-82.5,-1.5,2.0742872,ATA
-82.5,-0.5,2.0740066,ATA
-82.5,0.5,2.0765812,ATA
-82.5,1.5,2.0772915,ATA
-82.5,2.5,2.0783558,ATA
-82.5,3.5,2.0838375,ATA
-82.5,4.5,2.0917633,ATA
-82.5,5.5,2.0971313,ATA
-82.5,6.5,2.1027195,ATA
-82.5,7.5,2.1086798,ATA
-82.5,8.5,2.1096675,ATA
-82.5,9.5,2.1108503,ATA
-82.5,10.5,2.1143367,ATA
-82.5,11.5,2.1130567,ATA
-82.5,12.5,2.1074662,ATA
-82.5,13.5,2.1167912,ATA
-82.5,14.5,2.1119986,ATA
-82.5,15.5,2.113597,ATA
-82.5,16.5,2.1060658,ATA
-82.5,17.5,2.0971835,ATA
-82.5,18.5,2.0937402,ATA
-82.5,19.5,2.0850208,ATA
-82.5,20.5,2.0760083,ATA
-82.5,21.5,2.0661228,ATA
-82.5,22.5,2.058326,ATA
-82.5,23.5,2.0535705,ATA
-82.5,24.5,2.0489452,ATA
-82.5,25.5,2.0420437,ATA
-82.5,26.5,2.0399947,ATA
-82.5,27.5,2.0331523,ATA
-82.5,28.5,2.029419,ATA
-82.5,29.5,2.0324779,ATA
-82.5,30.5,2.0342052,ATA
-82.5,31.5,2.0312927,ATA
-82.5,32.5,2.0340686,ATA
-82.5,33.5,2.0287,ATA
-82.5,34.5,2.0259595,ATA
-82.5,35.5,2.0286465,ATA
-82.5,36.5,2.0304034,ATA
-82.5,37.5,2.0261474,ATA
-82.5,38.5,2.0312743,ATA
-82.5,39.5,2.034999,ATA
-82.5,40.5,2.0347047,ATA
-82.5,41.5,2.0385904,ATA
-82.5,42.5,2.039179,ATA
-82.5,43.5,2.0397792,ATA
-82.5,44.5,2.0375388,ATA
-82.5,45.5,2.0364325,ATA
-82.5,46.5,2.0391912,ATA
-82.5,47.5,2.042485,ATA
-82.5,48.5,2.0483074,ATA
-82.5,49.5,2.0497544,ATA
-82.5,50.5,2.053564,ATA
-82.5,51.5,2.0622773,ATA
-82.5,52.5,2.0641642,ATA
-82.5,53.5,2.0553303,ATA
-82.5,54.5,2.060957,ATA
-82.5,55.5,2.0699208,ATA
-82.5,56.5,2.0711575,ATA
-82.5,57.5,2.07451,ATA
-82.5,58.5,2.0760467,ATA
-82.5,59.5,2.0779321,ATA
-82.5,60.5,2.0781865,ATA
-82.5,61.5,2.0752935,ATA
-82.5,62.5,2.0749996,ATA
-82.5,63.5,2.0750372,ATA
-82.5,64.5,2.0729616,ATA
-82.5,65.5,2.070448,ATA
-82.5,66.5,2.0683355,ATA
-82.5,67.5,2.0728204,ATA
-82.5,68.5,2.0697815,ATA
-82.5,69.5,2.0641918,ATA
-82.5,70.5,2.060906,ATA
-82.5,71.5,2.0483906,ATA
-82.5,72.5,2.0400121,ATA
-82.5,73.5,2.0370946,ATA
-82.5,74.5,2.033129,ATA
-82.5,75.5,2.027828,ATA
-82.5,76.5,2.02193,ATA
-82.5,77.5,2.011191,ATA
-82.5,78.5,2.0149274,ATA
-82.5,79.5,2.0102444,ATA
-82.5,80.5,2.0059564,ATA
-82.5,81.5,2.0128138,ATA
-82.5,82.5,2.0153959,ATA
-82.5,83.5,2.004263,ATA
-82.5,84.5,2.0059671,ATA
-82.5,85.5,2.0074062,ATA
-82.5,86.5,2.0071907,ATA
-82.5,87.5,2.0139544,ATA
-82.5,88.5,2.0157816,ATA
-82.5,89.5,2.0114753,ATA
-82.5,90.5,2.0073376,ATA
-82.5,91.5,2.0077364,ATA
-82.5,92.5,2.018893,ATA
-82.5,93.5,2.0226986,ATA
-82.5,94.5,2.0292294,ATA
-82.5,95.5,2.042599,ATA
-82.5,96.5,2.0413074,ATA
-82.5,97.5,2.0423763,ATA
-82.5,98.5,2.0461476,ATA
-82.5,99.5,2.0412643,ATA
-82.5,100.5,2.0459347,ATA
-82.5,101.5,2.0556698,ATA
-82.5,102.5,2.0557945,ATA
-82.5,103.5,2.0605693,ATA
-82.5,104.5,2.0644958,ATA
-82.5,105.5,2.0591908,ATA
-82.5,106.5,2.0622091,ATA
-82.5,107.5,2.0673115,ATA
-82.5,108.5,2.0699883,ATA
-82.5,109.5,2.0700207,ATA
-82.5,110.5,2.0717719,ATA
-82.5,111.5,2.0734642,ATA
-82.5,112.5,2.0744054,ATA
-82.5,113.5,2.0718129,ATA
-82.5,114.5,2.0718224,ATA
-82.5,115.5,2.0671253,ATA
-82.5,116.5,2.0691977,ATA
-82.5,117.5,2.0653281,ATA
-82.5,118.5,2.067844,ATA
-82.5,119.5,2.078229,ATA
-82.5,120.5,2.0756207,ATA
-82.5,121.5,2.0764332,ATA
-82.5,122.5,2.074916,ATA
-82.5,123.5,2.0731742,ATA
-82.5,124.5,2.0727239,ATA
-82.5,125.5,2.0639915,ATA
-82.5,126.5,2.063867,ATA
-82.5,127.5,2.0635762,ATA
-82.5,128.5,2.0591395,ATA
-82.5,129.5,2.0563116,ATA
-82.5,130.5,2.0555496,ATA
-82.5,131.5,2.04714,ATA
-82.5,132.5,2.0461216,ATA
-82.5,133.5,2.0494618,ATA
-82.5,134.5,2.0444973,ATA
-82.5,135.5,2.0453305,ATA
-82.5,136.5,2.0421793,ATA
-82.5,137.5,2.042252,ATA
-82.5,138.5,2.0415533,ATA
-82.5,139.5,2.045561,ATA
-82.5,140.5,2.041146,ATA
-82.5,141.5,2.0373926,ATA
-82.5,142.5,2.0306916,ATA
-82.5,143.5,2.018206,ATA
-82.5,144.5,2.008606,ATA
-82.5,145.5,2.001485,ATA
-82.5,146.5,1.9914829,ATA
-82.5,147.5,1.9670051,ATA
-82.5,148.5,1.9463303,ATA
-82.5,149.5,1.9246916,ATA
-82.5,150.5,1.906692,ATA
-82.5,151.5,1.8815978,ATA
-82.5,152.5,1.8611608,ATA
-82.5,153.5,1.8359658,ATA
-82.5,154.5,1.8172812,ATA
-82.5,155.5,1.802499,ATA
-82.5,156.5,1.7946279,ATA
-82.5,157.5,1.7780509,ATA
-82.5,158.5,1.7662154,ATA
-82.5,159.5,1.7527524,ATA
-82.5,160.5,1.7480233,ATA
-82.5,161.5,1.7561579,ATA
-82.5,162.5,1.7553892,ATA
-82.5,163.5,1.7573186,ATA
-82.5,164.5,1.7617886,ATA
-82.5,165.5,1.7697976,ATA
-81.5,-162.5,2.1800792,ATA
-81.5,-161.5,2.180211,ATA
-81.5,-159.5,2.170254,ATA
-81.5,-158.5,2.1654665,ATA
-81.5,-157.5,2.153083,ATA
-81.5,-156.5,2.1387606,ATA
-81.5,-155.5,2.1237352,ATA
-81.5,-154.5,2.1036742,ATA
-81.5,-153.5,2.0833223,ATA
-81.5,-152.5,2.0666454,ATA
-81.5,-151.5,2.0530722,ATA
-81.5,-150.5,2.0456414,ATA
-81.5,-149.5,2.0351064,ATA
-81.5,-148.5,2.0303366,ATA
-81.5,-147.5,2.021974,ATA
-81.5,-146.5,2.0133073,ATA
-81.5,-145.5,2.0044363,ATA
-81.5,-144.5,1.9940585,ATA
-81.5,-143.5,1.9780976,ATA
-81.5,-142.5,1.9612153,ATA
-81.5,-141.5,1.9425789,ATA
-81.5,-140.5,1.9232122,ATA
-81.5,-139.5,1.9092753,ATA
-81.5,-138.5,1.885463,ATA
-81.5,-137.5,1.8689437,ATA
-81.5,-136.5,1.8510753,ATA
-81.5,-135.5,1.8320655,ATA
-81.5,-134.5,1.8235402,ATA
-81.5,-133.5,1.8082893,ATA
-81.5,-132.5,1.7951508,ATA
-81.5,-131.5,1.7830263,ATA
-81.5,-130.5,1.7706317,ATA
-81.5,-129.5,1.7641026,ATA
-81.5,-128.5,1.7492521,ATA
-81.5,-127.5,1.7350937,ATA
-81.5,-126.5,1.728181,ATA
-81.5,-125.5,1.7169876,ATA
-81.5,-124.5,1.7156041,ATA
-81.5,-123.5,1.7074554,ATA
-81.5,-122.5,1.7045486,ATA
-81.5,-121.5,1.6959015,ATA
-81.5,-120.5,1.6826222,ATA
-81.5,-119.5,1.6766387,ATA
-81.5,-118.5,1.671976,ATA
-81.5,-117.5,1.6671736,ATA
-81.5,-116.5,1.6657015,ATA
-81.5,-115.5,1.6633453,ATA
-81.5,-114.5,1.6642214,ATA
-81.5,-113.5,1.663423,ATA
-81.5,-112.5,1.6649389,ATA
-81.5,-111.5,1.6690061,ATA
-81.5,-110.5,1.6787913,ATA
-81.5,-109.5,1.6834419,ATA
-81.5,-108.5,1.690858,ATA
-81.5,-107.5,1.6943356,ATA
-81.5,-106.5,1.700195,ATA
-81.5,-105.5,1.70277,ATA
-81.5,-104.5,1.709257,ATA
-81.5,-103.5,1.7138726,ATA
-81.5,-102.5,1.7243915,ATA
-81.5,-101.5,1.7322049,ATA
-81.5,-100.5,1.7349311,ATA
-81.5,-99.5,1.7383112,ATA
-81.5,-98.5,1.7306949,ATA
-81.5,-97.5,1.736062,ATA
-81.5,-96.5,1.7450981,ATA
-81.5,-95.5,1.7422498,ATA
-81.5,-94.5,1.7343566,ATA
-81.5,-93.5,1.7271011,ATA
-81.5,-92.5,1.7153592,ATA
-81.5,-91.5,1.7022142,ATA
-81.5,-90.5,1.6939669,ATA
-81.5,-89.5,1.6928877,ATA
-81.5,-88.5,1.6939524,ATA
-81.5,-87.5,1.6894852,ATA
-81.5,-86.5,1.6797864,ATA
-81.5,-85.5,1.6803644,ATA
-81.5,-84.5,1.6883845,ATA
-81.5,-83.5,1.6936197,ATA
-81.5,-82.5,1.7104357,ATA
-81.5,-81.5,1.7192636,ATA
-81.5,-80.5,1.7345638,ATA
-81.5,-79.5,1.7432399,ATA
-81.5,-78.5,1.7535685,ATA
-81.5,-77.5,1.7675885,ATA
-81.5,-76.5,1.7885051,ATA
-81.5,-75.5,1.8071373,ATA
-81.5,-74.5,1.827842,ATA
-81.5,-73.5,1.8513554,ATA
-81.5,-72.5,1.8761767,ATA
-81.5,-71.5,1.8934568,ATA
-81.5,-70.5,1.929067,ATA
-81.5,-69.5,1.9505239,ATA
-81.5,-68.5,1.9705254,ATA
-81.5,-67.5,1.9955431,ATA
-81.5,-66.5,2.029564,ATA
-81.5,-65.5,2.0553515,ATA
-81.5,-52.5,2.0808628,ATA
-81.5,-51.5,2.0080256,ATA
-81.5,-50.5,1.9838247,ATA
-81.5,-49.5,1.9751024,ATA
-81.5,-48.5,1.9710528,ATA
-81.5,-47.5,1.9571933,ATA
-81.5,-46.5,1.9573011,ATA
-81.5,-45.5,2.016211,ATA
-81.5,-44.5,2.006751,ATA
-81.5,-43.5,1.9332819,ATA
-81.5,-42.5,1.9027109,ATA
-81.5,-19.5,1.9634979,ATA
-81.5,-18.5,1.9606878,ATA
-81.5,-17.5,1.9646957,ATA
-81.5,-16.5,1.9701663,ATA
-81.5,-15.5,1.9749384,ATA
-81.5,-14.5,1.9702095,ATA
-81.5,-13.5,1.9796934,ATA
-81.5,-12.5,1.985835,ATA
-81.5,-11.5,1.988498,ATA
-81.5,-10.5,1.9929181,ATA
-81.5,-9.5,1.9972687,ATA
-81.5,-8.5,2.0017216,ATA
-81.5,-7.5,2.0057807,ATA
-81.5,-6.5,2.012409,ATA
-81.5,-5.5,2.014052,ATA
-81.5,-4.5,2.0128515,ATA
-81.5,-3.5,2.011802,ATA
-81.5,-2.5,2.0033143,ATA
-81.5,-1.5,2.001504,ATA
-81.5,-0.5,1.9969689,ATA
-81.5,0.5,1.9981128,ATA
-81.5,1.5,1.9952453,ATA
-81.5,2.5,1.9956342,ATA
-81.5,3.5,1.996253,ATA
-81.5,4.5,1.9976847,ATA
-81.5,5.5,2.0007744,ATA
-81.5,6.5,2.004847,ATA
-81.5,7.5,2.0098438,ATA
-81.5,8.5,2.0107565,ATA
-81.5,9.5,2.0138197,ATA
-81.5,10.5,2.0170715,ATA
-81.5,11.5,2.0069432,ATA
-81.5,12.5,2.0092626,ATA
-81.5,13.5,2.0268955,ATA
-81.5,14.5,2.026065,ATA
-81.5,15.5,2.0319402,ATA
-81.5,16.5,2.031895,ATA
-81.5,17.5,2.0305421,ATA
-81.5,18.5,2.0303547,ATA
-81.5,19.5,2.0265307,ATA
-81.5,20.5,2.024493,ATA
-81.5,21.5,2.025057,ATA
-81.5,22.5,2.0238116,ATA
-81.5,23.5,2.024936,ATA
-81.5,24.5,2.0268168,ATA
-81.5,25.5,2.0246985,ATA
-81.5,26.5,2.026263,ATA
-81.5,27.5,2.0252686,ATA
-81.5,28.5,2.0296395,ATA
-81.5,29.5,2.0362742,ATA
-81.5,30.5,2.0388536,ATA
-81.5,31.5,2.039613,ATA
-81.5,32.5,2.0439603,ATA
-81.5,33.5,2.048339,ATA
-81.5,34.5,2.050253,ATA
-81.5,35.5,2.0539143,ATA
-81.5,36.5,2.051617,ATA
-81.5,37.5,2.0451295,ATA
-81.5,38.5,2.053769,ATA
-81.5,39.5,2.0589721,ATA
-81.5,40.5,2.0577292,ATA
-81.5,41.5,2.0570202,ATA
