"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.USE.PCAP.KG.OE","Utilisation d’énergie (kg d’équivalent pétrole par habitant)","L'utilisation d'énergie désigne l'énergie primaire avant transformation en des combustibles pour utilisation finale, ce qui équivaut à la production indigène plus les importations et variations du stock moins les exportations et les combustibles pour les bateaux et avions servant au transport international.","Agence internationale de l'énergie (statistiques de l'AIE © OCDE/AIE, http://www.iea.org/stats/index.asp).",
